Business_Week,Silver_Change,Silver_Settle,Silver_Volume,Silver_Prev. Day Open Interest,Date,Open Interest,Money Manager Shorts,Money Manager Longs,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2008-04-23, 2008-04-29]",0.0,16.8408,6903.6,2694.6,2008-04-29,169857.0,4267.0,29645.0,18101.0,68118.0,0.0,115.4375,787803.4,2065548.0,1.565,72.75200000000001,6043.0,,40405.0,-0.049,7.719499999999999,0.4,,1046.2
"[2008-04-30, 2008-05-06]",0.0,16.602249999999998,4832.0,2308.5,2008-05-06,165979.0,5047.0,29745.0,15170.0,60833.0,0.0,115.2875,836317.0,2105364.0,0.06999999999999995,73.28800000000001,6240.4,,34367.0,-0.098,7.655099999999999,0.0,,1922.3333333333333
"[2008-05-07, 2008-05-13]",0.0,16.835,211.2,557.0,2008-05-13,167647.0,6318.0,30301.0,13519.0,59435.0,0.0,115.584375,956048.2,2095764.0,0.26,73.42699999999999,5470.4,,33574.2,0.0315,7.6937,0.0,,2668.3333333333335
"[2008-05-14, 2008-05-20]",0.0,16.945199999999996,72.4,63520.2,2008-05-20,175014.0,6225.0,34682.0,13271.0,62065.0,0.0,115.2875,1170534.6,2162817.2,-0.9150000000000001,73.142,7633.4,,34373.8,0.09549999999999999,7.632400000000001,1.2,,3442.8
"[2008-05-21, 2008-05-27]",0.0,17.90975,21.75,58342.5,2008-05-27,173422.0,6819.0,35391.0,11450.0,63629.0,0.0,115.17578125,1257189.25,2150627.5,-0.10000000000000003,72.19800000000001,4761.0,,39320.0,0.0735,7.747399999999999,0.0,,4207.666666666667
"[2008-05-28, 2008-06-03]",0.0,16.901,23462.6,105469.8,2008-06-03,168643.0,5523.0,30538.0,11585.0,60599.0,0.0,114.459375,895840.0,2173565.8,0.8799999999999999,72.994,6307.6,,37398.8,0.002499999999999971,7.729299999999999,0.0,,1915.0
"[2008-06-04, 2008-06-10]",0.0,17.076999999999998,27853.8,107775.6,2008-06-10,172835.0,6800.0,30394.0,12301.0,62507.0,0.0,114.8,54947.4,2057543.0,0.44000000000000006,73.125,8979.0,,41750.6,0.1985,7.910299999999999,,,1321.5
"[2008-06-11, 2008-06-17]",0.0,16.74375,30865.25,80779.75,2008-06-17,176625.0,4947.0,29142.0,12989.0,63864.0,0.0,113.06875,13461.6,1991143.6,-0.05499999999999999,73.73100000000001,5223.8,,47424.2,0.091,8.002875,33.0,,
"[2008-06-18, 2008-06-24]",0.0,17.126,31470.8,47156.4,2008-06-24,174415.0,6630.0,28403.0,16742.0,66402.0,0.0,112.9125,480440.6,1903463.8,-0.24000000000000002,73.66999999999999,3261.6,,23380.0,-0.0315,8.205200000000001,10.0,,3050.0
"[2008-06-25, 2008-07-01]",0.0,17.373600000000003,29566.8,14040.4,2008-07-01,174418.0,5407.0,36545.0,14635.0,67018.0,0.0,113.6125,1015567.0,1849640.8,-0.9299999999999999,72.84400000000001,4495.6,,32193.8,-0.1345,8.054300000000001,,,3650.0
"[2008-07-02, 2008-07-08]",0.0,18.085,284.25,836.25,2008-07-08,178672.0,6106.0,39876.0,14484.0,70901.0,0.0,114.6640625,961405.0,1853097.25,0.645,72.93699999999998,4564.2,,35781.6,-0.14750000000000002,7.9256,,,
"[2008-07-09, 2008-07-15]",0.0,18.50775,209.0,473.25,2008-07-15,191900.0,6095.0,40103.0,15930.0,73075.0,0.0,115.196875,1166095.2,1816087.6,-1.185,72.456,5000.6,,35705.6,-0.1295,7.821600000000001,4.0,,1075.0
"[2008-07-16, 2008-07-22]",0.0,18.3688,110.8,52568.4,2008-07-22,183474.0,7342.0,37743.0,15037.0,69420.0,0.0,113.921875,1005321.6,1799890.4,0.5449999999999999,72.42999999999999,3562.0,,37851.6,-0.1745,7.692,,,1724.0
"[2008-07-23, 2008-07-29]",0.0,17.368000000000002,96.5,61369.0,2008-07-29,172672.0,6717.0,30405.0,17209.0,66341.0,0.0,113.796875,942887.6,1742297.8,0.8300000000000001,73.12100000000001,6651.4,,39217.0,-0.14450000000000002,7.6536,10.0,,
"[2008-07-30, 2008-08-05]",0.0,17.2974,28278.2,115105.6,2008-08-05,171841.0,6076.0,26041.0,16698.0,65635.0,0.0,114.703125,918277.2,1790666.0,0.55,73.64099999999999,5383.4,,33916.2,0.007499999999999996,7.4054,,,4445.0
"[2008-08-06, 2008-08-12]",0.0,15.439399999999997,35515.2,101439.2,2008-08-12,183064.0,8248.0,24435.0,20767.0,66229.0,0.0,115.196875,875449.2,1842289.6,2.2649999999999997,75.556,8053.6,,32066.0,0.43999999999999995,7.7247,,,4393.0
"[2008-08-13, 2008-08-19]",0.0,13.619,42723.0,56276.8,2008-08-19,184503.0,8722.0,19709.0,20919.0,65964.0,0.0,115.99375,689227.8,1863605.6,0.665,76.965,7610.8,,37467.8,-0.075,7.8870000000000005,,,4191.4
"[2008-08-20, 2008-08-26]",0.0,13.4378,28568.8,34775.0,2008-08-26,162636.0,9383.0,19773.0,17803.0,61067.0,0.0,116.515625,881469.8,1814641.8,0.3599999999999999,76.91399999999999,6248.4,,42843.6,0.03300000000000002,7.794500000000001,,,5482.4
"[2008-08-27, 2008-09-02]",0.0,13.43275,25669.0,10269.0,2008-09-02,155016.0,11292.0,20618.0,14617.0,55150.0,0.0,116.97265625,806273.0,1828058.5,0.795,77.562,5193.6,,45232.2,-0.04599999999999999,7.787400000000001,65.0,,6627.0
"[2008-09-03, 2008-09-09]",0.0,12.318200000000001,829.4,920.6,2008-09-09,157065.0,12531.0,19721.0,14689.0,53348.0,0.0,117.696875,73741.8,1731544.4,1.15,78.959,13838.8,,60474.0,0.155,7.9206,18.666666666666668,,
"[2008-09-10, 2008-09-16]",0.0,10.7158,160.6,24406.4,2008-09-16,156143.0,13128.0,17450.0,16088.0,53080.0,0.0,118.05,19989.6,1711053.4,-0.5,79.316,4513.4,,81883.8,0.1515,8.141,65.0,,1625.0
"[2008-09-17, 2008-09-23]",0.0,12.6426,99.6,56379.8,2008-09-23,148066.0,11566.0,15982.0,15010.0,51234.0,0.0,117.35,360383.0,1634328.0,-1.44,77.564,7404.6,,40106.8,0.004999999999999921,8.2609,,,
"[2008-09-24, 2008-09-30]",0.0,13.0728,9640.6,76411.2,2008-09-30,145848.0,10882.0,14781.0,16305.0,49066.0,0.0,115.11875,795538.0,1520570.0,2.71,77.58500000000001,5335.0,,47815.2,0.1185,8.3356,,,
"[2008-10-01, 2008-10-07]",0.0,11.575999999999999,28638.2,103607.2,2008-10-07,143878.0,10128.0,13162.0,17337.0,49702.0,0.0,116.340625,823454.6,1463988.2,1.86,80.785,6236.8,,45699.2,0.6000000000000001,8.7369,,,
"[2008-10-08, 2008-10-14]",0.0,11.2194,24555.6,83212.4,2008-10-14,142578.0,9873.0,12819.0,17715.0,47854.0,0.0,113.28125,702294.0,1408134.4,0.4200000000000002,81.915,5862.0,,46127.6,0.24199999999999994,9.3385,5.0,,
"[2008-10-15, 2008-10-21]",0.0,9.783,23302.2,58684.4,2008-10-21,143304.0,11862.0,13672.0,20600.0,48280.0,0.0,112.740625,585939.6,1398232.0,2.775,83.17,4773.6,,45694.2,1.357,10.3481,4.0,,
"[2008-10-22, 2008-10-28]",0.0,9.248000000000001,22139.4,54443.8,2008-10-28,141816.0,11641.0,14128.0,19734.0,47999.0,0.0,115.140625,577554.6,1334756.8,3.185,86.748,7229.8,,42996.4,-0.04799999999999982,11.254999999999999,,,2124.0
"[2008-10-29, 2008-11-04]",0.0,9.84875,19718.25,50828.25,2008-11-04,141684.0,10358.0,15675.0,16422.0,46774.0,0.0,113.928125,483016.8,1268280.6,-2.23,85.918,5633.2,,38901.8,-0.738,10.0017,,,1977.0
"[2008-11-05, 2008-11-11]",0.0,10.099599999999999,22638.4,46299.2,2008-11-11,144066.0,10101.0,17400.0,17345.0,48270.0,0.0,115.5,390266.4,1251041.8,2.3200000000000003,86.42399999999999,3319.4,,38552.0,0.5609999999999999,10.197199999999999,,,1813.0
"[2008-11-12, 2008-11-18]",0.0,9.330000000000002,21159.4,38111.8,2008-11-18,140447.0,9154.0,15795.0,17076.0,49487.0,0.0,117.18125,518489.8,1220541.8,0.05999999999999994,87.42599999999999,3512.2,,38246.8,0.05299999999999999,10.3835,,,1668.4
"[2008-11-19, 2008-11-25]",0.0,9.688,27843.2,27733.6,2008-11-25,111109.0,8375.0,15941.0,14556.0,47131.0,0.0,120.203125,783608.0,1220815.4,-2.6899999999999995,87.123,5647.2,,38493.4,-0.627,10.3908,,,3040.5
"[2008-11-26, 2008-12-02]",0.0,9.83625,12614.25,5552.25,2008-12-02,105753.0,5495.0,14109.0,12331.0,46918.0,0.0,123.83203125,251520.25,1153310.25,1.76,86.379,2750.6,,40176.2,0.592,10.217899999999998,,,3038.5
"[2008-12-03, 2008-12-09]",0.0,9.642199999999999,246.0,357.8,2008-12-09,107134.0,4705.0,15217.0,12451.0,45955.0,0.0,125.890625,31363.6,1097514.4,-0.9450000000000001,86.475,4349.8,,41679.2,-0.217,10.2574,2.0,,
"[2008-12-10, 2008-12-16]",0.0,10.403400000000001,52.4,10679.8,2008-12-16,112675.0,4939.0,16881.0,12418.0,49793.0,0.0,127.253125,10578.4,1088659.6,-3.612,83.5192,3886.2,,38447.2,-0.044000000000000004,10.137625,,,
"[2008-12-17, 2008-12-23]",0.0,10.8718,70.8,49455.4,2008-12-22,110802.0,4326.0,17030.0,11447.0,49329.0,0.0,129.33125,44937.4,1073269.6,2.1100000000000003,81.9156,3659.2,,13399.0,-0.4225,9.96063,,,
"[2008-12-24, 2008-12-30]",0.0,10.641,31.5,44222.5,2008-12-30,110263.0,4890.0,16632.0,11600.0,48370.0,0.0,127.2734375,70266.75,1031241.5,-0.12,81.7425,1732.5,,15561.75,-0.31349999999999995,9.788374999999998,,,
"[2008-12-31, 2009-01-06]",0.0,11.349999999999998,80.25,37584.5,2009-01-06,114045.0,4159.0,16689.0,11359.0,49661.0,0.0,124.64453125,291630.0,1034749.0,1.2850000000000001,83.0625,3881.75,,15617.5,0.02600000000000001,9.522625,,,
"[2009-01-07, 2009-01-13]",0.0,10.965399999999999,109.8,27864.6,2009-01-13,111896.0,4883.0,16222.0,11255.0,47331.0,0.0,125.578125,409495.0,1025859.0,1.2750000000000001,83.529,3715.8,,14810.2,0.6945000000000001,10.0287,,,
"[2009-01-14, 2009-01-20]",0.0,10.80625,29.25,1474.25,2009-01-20,114279.0,4978.0,17396.0,10084.0,47342.0,0.0,126.6953125,542321.0,1028683.0,1.8700000000000003,85.47800000000001,3281.0,,14364.6,0.27049999999999996,10.3018,,,2625.0
"[2009-01-21, 2009-01-27]",0.0,11.7746,99.6,968.4,2009-01-27,119815.0,4291.0,19370.0,10136.0,48974.0,0.0,124.234375,546248.0,1029078.4,-1.935,85.794,4077.8,,17434.2,-0.31599999999999995,10.2515,,,
"[2009-01-28, 2009-02-03]",0.0,12.2776,14898.0,42780.8,2009-02-03,125728.0,3873.0,19241.0,11402.0,51515.0,0.0,123.121875,527220.6,1067127.8,0.5,85.86699999999999,4901.4,,18645.6,0.047500000000000014,10.1973,,,
"[2009-02-04, 2009-02-10]",0.0,12.868,17230.0,49111.6,2009-02-10,130692.0,3281.0,21211.0,11438.0,54295.0,0.0,122.19375,547660.2,1049047.6,0.7050000000000001,85.853,4542.0,,19335.6,-0.17650000000000005,9.9041,,,1947.0
"[2009-02-11, 2009-02-17]",0.0,13.666249999999998,21159.5,43952.5,2009-02-17,136971.0,3145.0,21311.0,11942.0,56011.0,0.0,123.7421875,608049.75,1057028.0,1.7850000000000001,86.84700000000001,5525.0,,21920.0,0.31250000000000006,10.1748,5.0,,2062.8
"[2009-02-18, 2009-02-24]",0.0,14.232,25371.0,34339.6,2009-02-24,128944.0,2860.0,21697.0,12319.0,58656.0,0.0,123.109375,783387.4,969864.0,-0.8700000000000001,87.452,5672.2,,25588.6,-0.4075,10.1267,,,2709.6
"[2009-02-25, 2009-03-03]",0.0,12.945,17720.5,4027.75,2009-03-03,119591.0,2709.0,21888.0,10582.0,57464.0,0.0,122.153125,492001.4,1017121.4,1.9700000000000002,88.447,5518.2,,24731.8,0.58,10.2394,,,2733.6
"[2009-03-04, 2009-03-10]",0.0,12.967600000000001,469.8,802.4,2009-03-10,119121.0,2281.0,20538.0,10781.0,55127.0,0.0,122.875,44674.0,988279.4,-0.08000000000000002,88.878,8631.0,,30416.8,-0.13450000000000004,10.513,,,1760.8
"[2009-03-11, 2009-03-17]",0.0,12.918600000000001,79.4,851.6,2009-03-17,119429.0,2300.0,19518.0,10819.0,55308.0,0.0,122.925,17292.2,987500.0,-2.05,87.357,3613.8,,24732.4,-0.445,9.999625,2.0,,1466.75
"[2009-03-18, 2009-03-24]",0.0,13.296600000000002,239.8,52773.0,2009-03-24,121291.0,2352.0,17576.0,10655.0,55442.0,0.0,125.425,230081.4,1036755.8,-0.6500000000000001,84.63,6444.2,,19773.6,-0.44800000000000006,9.781099999999999,,,2852.6
"[2009-03-25, 2009-03-31]",0.0,13.256,73.6,47917.4,2009-03-31,120758.0,3891.0,17145.0,10019.0,54204.0,0.0,123.6,554217.4,1014761.4,1.565,85.336,4405.6,,24489.6,-0.030499999999999992,9.687100000000001,,,4437.2
"[2009-04-01, 2009-04-07]",0.0,12.603,62.0,40971.8,2009-04-07,120837.0,5153.0,15068.0,10065.0,51166.0,0.0,122.73125,546912.2,991606.6,-0.23000000000000015,85.229,4486.8,,23827.4,-0.32749999999999996,9.299600000000002,,,5755.4
"[2009-04-08, 2009-04-14]",0.0,12.54575,4.75,23823.75,2009-04-14,122978.0,3915.0,14035.0,10618.0,50608.0,0.0,122.9453125,459468.75,1007038.75,0.40499999999999997,85.41,3896.75,,23621.25,0.008500000000000004,9.221875,,,5574.25
"[2009-04-15, 2009-04-21]",0.0,12.197,5.8,343.2,2009-04-21,124705.0,6286.0,13851.0,10196.0,47761.0,0.0,122.946875,560683.4,1021284.6,1.9650000000000003,86.20500000000001,5323.4,,23480.8,-0.15050000000000002,9.1408,,,5924.2
"[2009-04-22, 2009-04-28]",0.0,12.662,4.4,550.6,2009-04-28,114394.0,4610.0,14803.0,11609.0,49826.0,0.0,121.903125,618640.6,1010286.0,-1.565,85.68100000000001,5213.4,,22566.0,-0.3395,8.902099999999999,,,6559.8
"[2009-04-29, 2009-05-05]",0.0,12.8068,9799.0,4383.4,2009-05-05,116098.0,3255.0,17313.0,10134.0,50518.0,0.0,120.934375,527711.2,1021996.2,-1.03,84.50899999999999,4506.4,,23194.8,-0.223,8.511,,,7323.8
"[2009-05-06, 2009-05-12]",0.0,13.9448,200.8,1502.6,2009-05-12,125921.0,2300.0,21452.0,10666.0,55475.0,0.0,120.85625,648002.4,1106015.8,-1.875,83.18,5439.8,,24984.2,0.0,8.446200000000001,,,7179.4
"[2009-05-13, 2009-05-19]",0.0,13.986,93.2,39787.4,2009-05-19,125483.0,1764.0,25624.0,9037.0,56152.0,0.0,121.28125,582237.4,1142042.8,-0.365,82.59100000000001,5118.0,,29303.0,-0.018249999999999975,8.619900000000001,,,7016.0
"[2009-05-20, 2009-05-26]",0.0,14.494,69.75,46553.75,2009-05-26,126990.0,2016.0,25738.0,7856.0,56664.0,0.0,119.6953125,865201.5,1167007.0,-1.85,80.419,7695.4,,32991.2,-0.15975,8.324549999999999,,,8272.2
"[2009-05-27, 2009-06-02]",0.0,15.462599999999998,20152.0,86954.4,2009-06-02,140490.0,2169.0,27193.0,9115.0,59556.0,0.0,117.5875,693709.8,1201064.4,-1.7350000000000003,79.595,6935.6,,38760.8,-0.34850000000000003,8.0451,,,10083.4
"[2009-06-03, 2009-06-09]",0.0,15.3376,33557.0,89356.0,2009-06-09,139326.0,1900.0,27167.0,8978.0,62433.0,0.0,116.00625,27403.8,1100442.8,1.355,80.102,10062.8,,43582.4,0.103,8.103950000000001,,,4944.8
"[2009-06-10, 2009-06-16]",0.0,14.7506,30579.8,58181.2,2009-06-16,136037.0,1386.0,24862.0,9076.0,61123.0,0.0,116.00625,7164.0,1085203.0,1.036,80.33340000000001,6939.2,,40690.4,-0.013999999999999974,8.0393125,,,2823.0
"[2009-06-17, 2009-06-23]",0.0,14.053999999999998,25164.8,36222.6,2009-06-23,139882.0,1710.0,21739.0,10573.0,60433.0,0.0,115.85625,252003.0,1047386.2,-0.39999999999999997,80.7632,4558.8,,16379.4,0.10550000000000001,8.2655,,,5633.0
"[2009-06-24, 2009-06-30]",0.0,13.9128,27172.8,15849.2,2009-06-30,133039.0,3507.0,21850.0,12975.0,61891.0,0.0,116.103125,756659.0,1030357.2,0.25,80.443,5718.8,,20243.8,-0.433,8.02595,,,4848.4
"[2009-07-01, 2009-07-07]",0.0,13.39225,1135.5,2374.5,2009-07-07,128789.0,3262.0,20328.0,10682.0,57591.0,0.0,116.80859375,652682.0,1045159.0,0.43999999999999995,80.49600000000001,4163.8,,20866.6,0.30650000000000005,8.023349999999999,,,5977.6
"[2009-07-08, 2009-07-14]",0.0,12.8084,183.6,12942.6,2009-07-14,127290.0,5274.0,18525.0,10658.0,54655.0,0.0,118.259375,762227.2,1036864.2,-0.495,80.43100000000001,4689.4,,20618.4,0.248,8.332749999999999,,,5200.4
"[2009-07-15, 2009-07-21]",0.0,13.384800000000002,70.2,59578.6,2009-07-21,128635.0,7083.0,18628.0,10755.0,53512.0,0.0,116.978125,818429.8,1043047.4,-1.28,79.29499999999999,6073.8,,25426.4,-0.4985,8.062899999999999,,,3017.8
"[2009-07-22, 2009-07-28]",0.0,13.809999999999999,32.8,52250.4,2009-07-28,128477.0,5498.0,20295.0,10259.0,54416.0,0.0,116.353125,703331.0,1071167.4,-0.09000000000000002,78.896,5232.4,,27369.4,0.018250000000000016,7.82475,,,5680.6
"[2009-07-29, 2009-08-04]",0.0,13.925,18792.8,83215.8,2009-08-04,132824.0,3337.0,22435.0,10140.0,55287.0,0.0,116.340625,791252.6,1090573.4,-1.1199999999999997,78.654,7001.0,,26013.6,0.006499999999999999,7.889749999999999,,,7364.4
"[2009-08-05, 2009-08-11]",0.0,14.554600000000002,30251.2,82958.8,2009-08-11,138064.0,2513.0,27303.0,10300.0,56526.0,0.0,115.5875,788150.2,1138905.8,1.4049999999999998,78.70700000000002,6949.6,,29664.2,0.22474999999999995,8.0951,,,5393.4
"[2009-08-12, 2009-08-18]",0.0,14.445800000000002,29372.0,48511.8,2009-08-18,136198.0,2242.0,25471.0,10298.0,55977.0,0.0,117.14375,747324.6,1136340.8,-0.25,78.984,6168.0,,26962.4,-0.08124999999999999,8.123700000000001,,,3985.8
"[2009-08-19, 2009-08-25]",0.0,14.084800000000001,26086.8,33734.6,2009-08-25,134794.0,2078.0,26074.0,10888.0,57834.0,0.0,117.734375,837954.4,1139145.2,-0.74,78.34400000000001,5822.8,,26004.0,-0.2275,7.9029500000000015,,,6541.8
"[2009-08-26, 2009-09-01]",0.0,14.638399999999999,21463.0,9723.8,2009-09-01,137630.0,1741.0,32205.0,11385.0,61851.0,0.0,118.259375,693387.6,1171734.8,0.51,78.43700000000001,8110.4,,27574.8,0.07,7.838900000000001,,,18554.4
"[2009-09-02, 2009-09-08]",0.0,16.08975,680.75,1504.0,2009-09-08,153702.0,1649.0,37515.0,9070.0,66111.0,0.0,118.828125,44703.75,1127007.0,-1.4650000000000003,78.09400000000001,8985.2,,36004.2,-0.391,7.644299999999999,,,8104.0
"[2009-09-09, 2009-09-15]",0.0,16.6696,175.0,11575.8,2009-09-15,164397.0,1042.0,44533.0,8344.0,69468.0,0.0,118.93125,12762.0,1123769.4,-0.608,76.8068,6521.2,,36664.4,-0.059500000000000004,7.519375,7.0,,3166.25
"[2009-09-16, 2009-09-22]",0.0,17.128999999999998,106.6,54150.4,2009-09-22,171065.0,1109.0,45427.0,8823.0,72596.0,0.0,118.275,138745.4,1096336.4,-0.125,76.63640000000001,5310.6,,27879.8,-0.005000000000000018,7.51845,,,10353.0
"[2009-09-23, 2009-09-29]",0.0,16.309999999999995,4050.4,67968.4,2009-09-29,165636.0,1116.0,42969.0,9195.0,72503.0,0.0,117.921875,738433.2,1126927.8,1.01,77.011,8268.0,,33032.2,0.037000000000000005,7.54245,,,10986.2
"[2009-09-30, 2009-10-06]",0.0,16.6316,27398.0,132493.0,2009-10-06,173712.0,1094.0,43061.0,8420.0,72566.0,0.0,119.025,954746.2,1196961.8,-0.8649999999999999,76.964,8607.6,,29140.6,-0.030750000000000013,7.6431,,,10969.4
"[2009-10-07, 2009-10-13]",0.0,17.732999999999997,24874.6,122337.2,2009-10-13,181064.0,818.0,43417.0,8838.0,73905.0,0.0,118.921875,723925.8,1242953.6,-0.32999999999999996,76.37400000000001,8135.6,,33443.0,-0.06325,7.459350000000001,,,9414.4
"[2009-10-14, 2009-10-20]",0.0,17.5852,29951.4,98302.4,2009-10-20,179332.0,960.0,43090.0,9514.0,75666.0,0.0,118.184375,815206.4,1254089.6,-0.435,75.678,12274.8,,35907.8,0.013500000000000012,7.385299999999999,,,10195.0
"[2009-10-21, 2009-10-27]",0.0,17.25125,34192.75,95109.5,2009-10-27,171943.0,940.0,38548.0,9571.0,75386.0,0.0,117.715625,907661.2,1240985.6,0.5499999999999999,75.685,15660.2,,38068.8,0.291,7.577800000000001,,,8470.2
"[2009-10-28, 2009-11-03]",0.0,16.554,41264.2,84918.8,2009-11-03,171906.0,1373.0,34549.0,10679.0,73412.0,0.0,118.24375,967369.8,1248201.0,0.29,76.43099999999998,18676.6,,35171.6,0.17900000000000002,7.91815,,,5083.2
"[2009-11-04, 2009-11-10]",0.0,17.3784,31063.8,76491.0,2009-11-09,186560.0,1291.0,33348.0,12042.0,75951.0,0.0,118.2875,850748.6,1281863.0,-1.46,75.575,17914.4,,36687.4,-0.47375,7.57205,,,4909.0
"[2009-11-11, 2009-11-17]",0.0,17.793799999999997,41360.4,64027.0,2009-11-17,192059.0,768.0,38393.0,10335.0,74177.0,0.0,119.26875,692253.6,1330522.8,0.355,75.353,16343.0,,40368.4,0.07350000000000001,7.46935,,,5502.8
"[2009-11-18, 2009-11-24]",0.0,18.475,47066.0,52690.8,2009-11-24,168465.0,634.0,37569.0,11481.0,76429.0,0.0,119.675,867426.8,1360420.8,-0.34000000000000014,75.33200000000001,14614.4,,41371.8,-0.03525,7.54415,,,6118.8
"[2009-11-25, 2009-12-01]",0.0,18.68625,34393.5,9555.5,2009-12-01,166722.0,805.0,37496.0,10845.0,74645.0,0.0,120.88671875,608805.0,1379619.75,-0.71,74.72,14874.4,,40301.0,-0.161,7.41965,,,11188.4
"[2009-12-02, 2009-12-08]",0.0,18.6028,1059.0,1605.6,2009-12-08,157310.0,564.0,34482.0,10619.0,71543.0,0.0,119.878125,41572.6,1265349.8,1.9150000000000003,75.49699999999999,24056.6,,48509.0,0.25675000000000003,7.450750000000001,4.0,,7019.8
"[2009-12-09, 2009-12-15]",0.0,17.2364,176.0,18238.4,2009-12-15,152183.0,1454.0,28966.0,9689.0,69461.0,0.0,119.21875,9947.8,1197960.2,0.08399999999999996,76.30760000000001,12387.4,,46038.4,-0.12324999999999997,7.5389375,,,1519.0
"[2009-12-16, 2009-12-22]",0.0,17.2398,113.8,80664.6,2009-12-22,151952.0,633.0,28364.0,8981.0,68295.0,0.0,118.790625,7533.4,1172620.2,1.275,77.94579999999999,16510.0,,47121.2,0.26375,7.735200000000001,,,6271.2
"[2009-12-23, 2009-12-29]",0.0,17.308,33.0,74036.25,2009-12-29,151647.0,1378.0,28009.0,8797.0,69048.0,0.0,115.75390625,267653.0,1145837.75,-0.265,78.15125,9088.75,,61432.25,-0.27899999999999997,7.63325,,,4645.0
"[2009-12-30, 2010-01-05]",0.0,17.013666666666666,145.66666666666666,63195.333333333336,2010-01-05,154501.0,2559.0,30247.0,8540.0,67469.0,0.0,115.7578125,509938.5,1203817.0,0.05499999999999999,78.04375,14483.0,,64318.25,-0.0007499999999999972,7.4530625,,,4513.0
"[2010-01-06, 2010-01-12]",0.0,18.375999999999998,17.8,57017.2,2010-01-12,159868.0,701.0,36399.0,9500.0,71111.0,0.0,116.125,815123.0,1230005.6,-0.7300000000000002,77.53900000000002,19910.4,,58862.8,0.10425000000000001,7.47195,,,5632.4
"[2010-01-13, 2010-01-19]",0.0,18.594,33.25,15441.5,2010-01-19,163608.0,438.0,37518.0,9329.0,70947.0,0.0,116.875,903087.25,1291112.5,0.5299999999999999,77.242,11513.6,,50928.4,-0.0455,7.4901,,,6401.6
"[2010-01-20, 2010-01-26]",0.0,17.2514,30.0,471.6,2010-01-26,153070.0,1768.0,26889.0,9085.0,69086.0,0.0,117.7375,864391.4,1318290.2,0.96,78.481,20305.4,,53278.4,0.14475,7.6503,,,5873.2
"[2010-01-27, 2010-02-02]",0.0,16.4466,29126.6,54113.2,2010-02-02,150051.0,4172.0,21677.0,9320.0,65055.0,0.0,117.878125,965798.6,1397056.8,0.5700000000000001,79.244,20517.8,,62201.2,-0.07800000000000001,7.628200000000001,,,4872.2
"[2010-02-03, 2010-02-09]",0.0,15.4034,45762.8,62503.2,2010-02-09,150078.0,6007.0,17516.0,10172.0,58967.0,0.0,118.28125,1136454.0,1424889.8,0.81,80.13000000000001,32588.0,,66391.0,0.21849999999999997,7.7441,,,4747.0
"[2010-02-10, 2010-02-16]",0.0,15.62125,40365.75,49962.5,2010-02-16,151116.0,6433.0,19434.0,10328.0,59036.0,0.0,118.015625,947789.25,1417823.75,-0.23500000000000001,80.16799999999999,23565.6,,58875.0,-0.052750000000000005,7.754900000000001,,,4694.2
"[2010-02-17, 2010-02-23]",0.0,16.19825,41920.25,40197.25,2010-02-23,139415.0,6453.0,19648.0,12110.0,60251.0,0.0,117.459375,1172402.6,1385051.8,1.155,80.631,23583.2,,58526.8,0.09999999999999998,7.7002,,,5929.0
"[2010-02-24, 2010-03-02]",0.0,16.4086,26377.6,8385.6,2010-03-02,133223.0,3806.0,22411.0,9825.0,57730.0,0.0,118.6625,722395.8,1445574.8,-0.33499999999999996,80.699,25626.6,,56901.8,-0.2005,7.729699999999999,,,11284.4
"[2010-03-03, 2010-03-09]",0.0,17.2794,576.2,753.0,2010-03-09,137627.0,2430.0,26627.0,8449.0,59154.0,0.0,118.653125,40201.2,1362217.6,0.029999999999999916,80.42499999999998,24713.8,,67581.4,-0.21475,7.44255,,,7722.8
"[2010-03-10, 2010-03-16]",0.0,17.113999999999997,348.0,712.0,2010-03-16,139862.0,2523.0,28173.0,8772.0,61208.0,0.0,118.384375,8017.8,1378603.8,-0.42999999999999994,80.194,18254.4,,51811.6,-0.003750000000000005,7.4136875,5.0,,3386.5
"[2010-03-17, 2010-03-23]",0.0,17.171599999999998,105.2,66944.8,2010-03-23,137392.0,3079.0,26667.0,8618.0,59152.0,0.0,118.309375,125870.0,1443135.0,1.268,80.7182,18160.4,,40398.6,-0.036250000000000004,7.4375,,,7570.8
"[2010-03-24, 2010-03-30]",0.0,16.9872,84.4,59972.0,2010-03-30,138719.0,2645.0,28067.0,8896.0,59200.0,0.0,115.89375,1135708.0,1505921.4,0.6199999999999999,81.9702,22249.4,,56709.0,0.03149999999999999,7.527900000000001,,,7248.0
"[2010-03-31, 2010-04-06]",0.0,17.852249999999998,32.25,47047.0,2010-04-06,146903.0,2586.0,33659.0,8481.0,61743.0,0.0,115.56875,771507.4,1525131.8,-0.16799999999999993,81.30619999999999,19154.6,,52880.0,-0.15375,7.3461,,,7402.0
