Business_Week,Palladium_Change,Palladium_Settle,Palladium_Volume,Palladium_Prev. Day Open Interest,Date,Open Interest,Money Manager Shorts,Money Manager Longs,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Ten_Yr_Futures_Change,Ten_Yr_Futures_Settle,Ten_Yr_Futures_Volume,Ten_Yr_Futures_Prev. Day Open Interest,USD_Change,USD_Settle,USD_Volume,USD_Wave,USD_Prev. Day Open Interest,ZAR_Change,ZAR_Settle,ZAR_Volume,ZAR_Wave,ZAR_Prev. Day Open Interest
"[2008-05-14, 2008-05-20]",0.0,442.4,2772.4,,2008-05-20,18708.0,1193.0,6281.0,775.0,12823.0,0.0,115.2875,1170534.6,2162817.2,-0.9150000000000001,73.142,7633.4,,34373.8,0.09549999999999999,7.632400000000001,1.2,,3442.8
"[2008-05-21, 2008-05-27]",0.0,452.78999999999996,3197.4,,2008-05-27,18352.0,1088.0,5738.0,823.0,12771.0,0.0,115.17578125,1257189.25,2150627.5,-0.10000000000000003,72.19800000000001,4761.0,,39320.0,0.0735,7.747399999999999,0.0,,4207.666666666667
"[2008-05-28, 2008-06-03]",0.0,432.32,1166.6,,2008-06-03,17052.0,1578.0,5823.0,815.0,11550.0,0.0,114.459375,895840.0,2173565.8,0.8799999999999999,72.994,6307.6,,37398.8,0.002499999999999971,7.729299999999999,0.0,,1915.0
"[2008-06-04, 2008-06-10]",0.0,428.13,13.6,,2008-06-10,17007.0,1801.0,5876.0,803.0,10943.0,0.0,114.8,54947.4,2057543.0,0.44000000000000006,73.125,8979.0,,41750.6,0.1985,7.910299999999999,,,1321.5
"[2008-06-11, 2008-06-17]",0.0,447.75,3.6,,2008-06-17,16923.0,1868.0,6938.0,974.0,10961.0,0.0,113.06875,13461.6,1991143.6,-0.05499999999999999,73.73100000000001,5223.8,,47424.2,0.091,8.002875,33.0,,
"[2008-06-18, 2008-06-24]",0.0,470.66999999999996,7.0,,2008-06-24,17078.0,1905.0,7122.0,939.0,10861.0,0.0,112.9125,480440.6,1903463.8,-0.24000000000000002,73.66999999999999,3261.6,,23380.0,-0.0315,8.205200000000001,10.0,,3050.0
"[2008-06-25, 2008-07-01]",0.0,467.61,450.0,,2008-07-01,17252.0,1918.0,7377.0,953.0,11143.0,0.0,113.6125,1015567.0,1849640.8,-0.9299999999999999,72.84400000000001,4495.6,,32193.8,-0.1345,8.054300000000001,,,3650.0
"[2008-07-02, 2008-07-08]",0.0,458.93,782.4,,2008-07-08,16575.0,1816.0,7226.0,915.0,10588.0,0.0,114.6640625,961405.0,1853097.25,0.645,72.93699999999998,4564.2,,35781.6,-0.14750000000000002,7.9256,,,
"[2008-07-09, 2008-07-15]",0.0,451.48999999999995,815.0,,2008-07-15,15809.0,1889.0,6964.0,881.0,10021.0,0.0,115.196875,1166095.2,1816087.6,-1.185,72.456,5000.6,,35705.6,-0.1295,7.821600000000001,4.0,,1075.0
"[2008-07-16, 2008-07-22]",0.0,419.91,1423.4,,2008-07-22,14160.0,1909.0,5817.0,924.0,7366.0,0.0,113.921875,1005321.6,1799890.4,0.5449999999999999,72.42999999999999,3562.0,,37851.6,-0.1745,7.692,,,1724.0
"[2008-07-23, 2008-07-29]",0.0,386.54,1528.8,,2008-07-29,13647.0,2207.0,5217.0,1089.0,7261.0,0.0,113.796875,942887.6,1742297.8,0.8300000000000001,73.12100000000001,6651.4,,39217.0,-0.14450000000000002,7.6536,10.0,,
"[2008-07-30, 2008-08-05]",0.0,366.8,1290.2,,2008-08-05,13680.0,2486.0,4991.0,1215.0,7047.0,0.0,114.703125,918277.2,1790666.0,0.55,73.64099999999999,5383.4,,33916.2,0.007499999999999996,7.4054,,,4445.0
"[2008-08-06, 2008-08-12]",0.0,332.84000000000003,1683.8,,2008-08-12,13974.0,2684.0,5068.0,1897.0,6904.0,0.0,115.196875,875449.2,1842289.6,2.2649999999999997,75.556,8053.6,,32066.0,0.43999999999999995,7.7247,,,4393.0
"[2008-08-13, 2008-08-19]",0.0,298.21999999999997,1753.0,,2008-08-19,13417.0,2652.0,4848.0,1923.0,6380.0,0.0,115.99375,689227.8,1863605.6,0.665,76.965,7610.8,,37467.8,-0.075,7.8870000000000005,,,4191.4
"[2008-08-20, 2008-08-26]",0.0,288.04,1794.0,,2008-08-26,13950.0,2859.0,4648.0,2151.0,6810.0,0.0,116.515625,881469.8,1814641.8,0.3599999999999999,76.91399999999999,6248.4,,42843.6,0.03300000000000002,7.794500000000001,,,5482.4
"[2008-08-27, 2008-09-02]",0.0,295.22,1026.2,,2008-09-02,13567.0,2688.0,4968.0,1113.0,6820.0,0.0,116.97265625,806273.0,1828058.5,0.795,77.562,5193.6,,45232.2,-0.04599999999999999,7.787400000000001,65.0,,6627.0
"[2008-09-03, 2008-09-09]",0.0,269.38,30.0,,2008-09-09,13270.0,2816.0,4266.0,1122.0,6294.0,0.0,117.696875,73741.8,1731544.4,1.15,78.959,13838.8,,60474.0,0.155,7.9206,18.666666666666668,,
"[2008-09-10, 2008-09-16]",0.0,230.72999999999996,19.2,,2008-09-16,14577.0,2905.0,6556.0,1084.0,7496.0,0.0,118.05,19989.6,1711053.4,-0.5,79.316,4513.4,,81883.8,0.1515,8.141,65.0,,1625.0
"[2008-09-17, 2008-09-23]",0.0,241.6,9.8,,2008-09-23,14984.0,2705.0,6935.0,973.0,8114.0,0.0,117.35,360383.0,1634328.0,-1.44,77.564,7404.6,,40106.8,0.004999999999999921,8.2609,,,
"[2008-09-24, 2008-09-30]",0.0,227.71999999999997,476.0,,2008-09-30,14933.0,2382.0,6974.0,1228.0,8193.0,0.0,115.11875,795538.0,1520570.0,2.71,77.58500000000001,5335.0,,47815.2,0.1185,8.3356,,,
"[2008-10-01, 2008-10-07]",0.0,202.95,1098.8,,2008-10-07,14622.0,2735.0,7308.0,1189.0,8070.0,0.0,116.340625,823454.6,1463988.2,1.86,80.785,6236.8,,45699.2,0.6000000000000001,8.7369,,,
"[2008-10-08, 2008-10-14]",0.0,201.10999999999999,939.0,,2008-10-14,15074.0,2593.0,8179.0,1060.0,8667.0,0.0,113.28125,702294.0,1408134.4,0.4200000000000002,81.915,5862.0,,46127.6,0.24199999999999994,9.3385,5.0,,
"[2008-10-15, 2008-10-21]",0.0,183.49,1322.0,,2008-10-21,14524.0,2559.0,7182.0,1294.0,8115.0,0.0,112.740625,585939.6,1398232.0,2.775,83.17,4773.6,,45694.2,1.357,10.3481,4.0,,
"[2008-10-22, 2008-10-28]",0.0,176.25,720.0,,2008-10-28,14186.0,2558.0,7210.0,1285.0,7663.0,0.0,115.140625,577554.6,1334756.8,3.185,86.748,7229.8,,42996.4,-0.04799999999999982,11.254999999999999,,,2124.0
"[2008-10-29, 2008-11-04]",0.0,201.03000000000003,307.2,,2008-11-04,13470.0,2484.0,6802.0,1208.0,7036.0,0.0,113.928125,483016.8,1268280.6,-2.23,85.918,5633.2,,38901.8,-0.738,10.0017,,,1977.0
"[2008-11-05, 2008-11-11]",0.0,220.67000000000002,0.0,,2008-11-11,13278.0,2267.0,6891.0,1276.0,7409.0,0.0,115.5,390266.4,1251041.8,2.3200000000000003,86.42399999999999,3319.4,,38552.0,0.5609999999999999,10.197199999999999,,,1813.0
"[2008-11-12, 2008-11-18]",0.0,215.21999999999997,0.0,,2008-11-18,13355.0,2240.0,6953.0,1394.0,7341.0,0.0,117.18125,518489.8,1220541.8,0.05999999999999994,87.42599999999999,3512.2,,38246.8,0.05299999999999999,10.3835,,,1668.4
"[2008-11-19, 2008-11-25]",0.0,188.13,0.0,,2008-11-25,13294.0,2346.0,7076.0,985.0,7360.0,0.0,120.203125,783608.0,1220815.4,-2.6899999999999995,87.123,5647.2,,38493.4,-0.627,10.3908,,,3040.5
"[2008-11-26, 2008-12-02]",0.0,183.58,1400.6,,2008-12-02,13056.0,2494.0,7120.0,920.0,6967.0,0.0,123.83203125,251520.25,1153310.25,1.76,86.379,2750.6,,40176.2,0.592,10.217899999999998,,,3038.5
"[2008-12-03, 2008-12-09]",0.0,172.02,27.6,,2008-12-09,12819.0,2749.0,7143.0,964.0,6341.0,0.0,125.890625,31363.6,1097514.4,-0.9450000000000001,86.475,4349.8,,41679.2,-0.217,10.2574,2.0,,
"[2008-12-10, 2008-12-16]",0.0,178.45,30.4,,2008-12-16,12662.0,2780.0,7233.0,918.0,6226.0,0.0,127.253125,10578.4,1088659.6,-3.612,83.5192,3886.2,,38447.2,-0.044000000000000004,10.137625,,,
"[2008-12-17, 2008-12-23]",0.0,176.77,8.8,,2008-12-22,12557.0,2710.0,7114.0,895.0,6111.0,0.0,129.33125,44937.4,1073269.6,2.1100000000000003,81.9156,3659.2,,13399.0,-0.4225,9.96063,,,
"[2008-12-24, 2008-12-30]",0.0,180.2625,269.0,,2008-12-30,12427.0,3045.0,7014.0,798.0,6220.0,0.0,127.2734375,70266.75,1031241.5,-0.12,81.7425,1732.5,,15561.75,-0.31349999999999995,9.788374999999998,,,
"[2008-12-31, 2009-01-06]",0.0,192.15,1181.25,,2009-01-06,12146.0,2598.0,6612.0,798.0,6506.0,0.0,124.64453125,291630.0,1034749.0,1.2850000000000001,83.0625,3881.75,,15617.5,0.02600000000000001,9.522625,,,
"[2009-01-07, 2009-01-13]",0.0,190.91,713.6,,2009-01-13,12468.0,2720.0,6856.0,812.0,6647.0,0.0,125.578125,409495.0,1025859.0,1.2750000000000001,83.529,3715.8,,14810.2,0.6945000000000001,10.0287,,,
"[2009-01-14, 2009-01-20]",0.0,183.13,451.2,,2009-01-20,12387.0,2717.0,6815.0,839.0,6275.0,0.0,126.6953125,542321.0,1028683.0,1.8700000000000003,85.47800000000001,3281.0,,14364.6,0.27049999999999996,10.3018,,,2625.0
"[2009-01-21, 2009-01-27]",0.0,190.4,512.8,,2009-01-27,12759.0,2704.0,6882.0,919.0,6450.0,0.0,124.234375,546248.0,1029078.4,-1.935,85.794,4077.8,,17434.2,-0.31599999999999995,10.2515,,,
"[2009-01-28, 2009-02-03]",0.0,194.25,864.6,,2009-02-03,12423.0,2619.0,6695.0,855.0,6435.0,0.0,123.121875,527220.6,1067127.8,0.5,85.86699999999999,4901.4,,18645.6,0.047500000000000014,10.1973,,,
"[2009-02-04, 2009-02-10]",0.0,206.92,1141.8,,2009-02-10,12760.0,2485.0,6876.0,980.0,7363.0,0.0,122.19375,547660.2,1049047.6,0.7050000000000001,85.853,4542.0,,19335.6,-0.17650000000000005,9.9041,,,1947.0
"[2009-02-11, 2009-02-17]",0.0,216.74,111.0,,2009-02-17,12750.0,2443.0,6604.0,955.0,7549.0,0.0,123.7421875,608049.75,1057028.0,1.7850000000000001,86.84700000000001,5525.0,,21920.0,0.31250000000000006,10.1748,5.0,,2062.8
"[2009-02-18, 2009-02-24]",0.0,210.78000000000003,0.0,,2009-02-24,12505.0,2577.0,6215.0,1271.0,7372.0,0.0,123.109375,783387.4,969864.0,-0.8700000000000001,87.452,5672.2,,25588.6,-0.4075,10.1267,,,2709.6
"[2009-02-25, 2009-03-03]",0.0,195.37000000000003,1278.8,,2009-03-03,11460.0,2753.0,6228.0,1112.0,6606.0,0.0,122.153125,492001.4,1017121.4,1.9700000000000002,88.447,5518.2,,24731.8,0.58,10.2394,,,2733.6
"[2009-03-04, 2009-03-10]",0.0,198.32,15.6,,2009-03-10,12031.0,2922.0,6602.0,1105.0,6636.0,0.0,122.875,44674.0,988279.4,-0.08000000000000002,88.878,8631.0,,30416.8,-0.13450000000000004,10.513,,,1760.8
"[2009-03-11, 2009-03-17]",0.0,198.74,71.2,,2009-03-17,12275.0,3291.0,6695.0,1203.0,6453.0,0.0,122.925,17292.2,987500.0,-2.05,87.357,3613.8,,24732.4,-0.445,9.999625,2.0,,1466.75
"[2009-03-18, 2009-03-24]",0.0,206.21999999999997,72.2,,2009-03-24,12363.0,2832.0,6810.0,846.0,6646.0,0.0,125.425,230081.4,1036755.8,-0.6500000000000001,84.63,6444.2,,19773.6,-0.44800000000000006,9.781099999999999,,,2852.6
"[2009-03-25, 2009-03-31]",0.0,217.01999999999998,278.8,,2009-03-31,13174.0,2455.0,7178.0,769.0,7657.0,0.0,123.6,554217.4,1014761.4,1.565,85.336,4405.6,,24489.6,-0.030499999999999992,9.687100000000001,,,4437.2
"[2009-04-01, 2009-04-07]",0.0,224.03000000000003,1217.2,,2009-04-07,13901.0,2343.0,7651.0,754.0,7891.0,0.0,122.73125,546912.2,991606.6,-0.23000000000000015,85.229,4486.8,,23827.4,-0.32749999999999996,9.299600000000002,,,5755.4
"[2009-04-08, 2009-04-14]",0.0,235.6125,1457.25,,2009-04-14,14759.0,2103.0,8106.0,731.0,8889.0,0.0,122.9453125,459468.75,1007038.75,0.40499999999999997,85.41,3896.75,,23621.25,0.008500000000000004,9.221875,,,5574.25
"[2009-04-15, 2009-04-21]",0.0,231.7,1350.4,,2009-04-21,14473.0,2274.0,7707.0,674.0,8698.0,0.0,122.946875,560683.4,1021284.6,1.9650000000000003,86.20500000000001,5323.4,,23480.8,-0.15050000000000002,9.1408,,,5924.2
"[2009-04-22, 2009-04-28]",0.0,229.57,1336.8,,2009-04-28,13733.0,2247.0,7424.0,607.0,8043.0,0.0,121.903125,618640.6,1010286.0,-1.565,85.68100000000001,5213.4,,22566.0,-0.3395,8.902099999999999,,,6559.8
"[2009-04-29, 2009-05-05]",0.0,220.0,0.2,,2009-05-05,14342.0,2425.0,7877.0,638.0,7926.0,0.0,120.934375,527711.2,1021996.2,-1.03,84.50899999999999,4506.4,,23194.8,-0.223,8.511,,,7323.8
"[2009-05-06, 2009-05-12]",0.0,236.6,0.0,,2009-05-12,15532.0,2109.0,8375.0,519.0,8352.0,0.0,120.85625,648002.4,1106015.8,-1.875,83.18,5439.8,,24984.2,0.0,8.446200000000001,,,7179.4
"[2009-05-13, 2009-05-19]",0.0,228.45,0.0,,2009-05-19,16488.0,2187.0,8450.0,768.0,8881.0,0.0,121.28125,582237.4,1142042.8,-0.365,82.59100000000001,5118.0,,29303.0,-0.018249999999999975,8.619900000000001,,,7016.0
"[2009-05-20, 2009-05-26]",0.0,234.1,609.2,,2009-05-26,16195.0,2077.0,7876.0,480.0,9475.0,0.0,119.6953125,865201.5,1167007.0,-1.85,80.419,7695.4,,32991.2,-0.15975,8.324549999999999,,,8272.2
"[2009-05-27, 2009-06-02]",0.0,237.52000000000004,389.6,,2009-06-02,16129.0,1552.0,8092.0,673.0,11051.0,0.0,117.5875,693709.8,1201064.4,-1.7350000000000003,79.595,6935.6,,38760.8,-0.34850000000000003,8.0451,,,10083.4
"[2009-06-03, 2009-06-09]",0.0,251.33,24.8,,2009-06-09,16182.0,1324.0,8482.0,566.0,11034.0,0.0,116.00625,27403.8,1100442.8,1.355,80.102,10062.8,,43582.4,0.103,8.103950000000001,,,4944.8
"[2009-06-10, 2009-06-16]",0.0,249.38000000000002,20.8,,2009-06-16,16465.0,1897.0,8838.0,774.0,10973.0,0.0,116.00625,7164.0,1085203.0,1.036,80.33340000000001,6939.2,,40690.4,-0.013999999999999974,8.0393125,,,2823.0
"[2009-06-17, 2009-06-23]",0.0,238.35999999999999,6.6,,2009-06-23,16035.0,1963.0,8887.0,883.0,10814.0,0.0,115.85625,252003.0,1047386.2,-0.39999999999999997,80.7632,4558.8,,16379.4,0.10550000000000001,8.2655,,,5633.0
"[2009-06-24, 2009-06-30]",0.0,244.39000000000001,249.2,,2009-06-30,16444.0,1889.0,9521.0,680.0,11026.0,0.0,116.103125,756659.0,1030357.2,0.25,80.443,5718.8,,20243.8,-0.433,8.02595,,,4848.4
"[2009-07-01, 2009-07-07]",0.0,248.06,676.2,,2009-07-07,16819.0,1945.0,9420.0,727.0,11103.0,0.0,116.80859375,652682.0,1045159.0,0.43999999999999995,80.49600000000001,4163.8,,20866.6,0.30650000000000005,8.023349999999999,,,5977.6
"[2009-07-08, 2009-07-14]",0.0,236.67,1093.8,,2009-07-14,16263.0,2255.0,8956.0,788.0,10621.0,0.0,118.259375,762227.2,1036864.2,-0.495,80.43100000000001,4689.4,,20618.4,0.248,8.332749999999999,,,5200.4
"[2009-07-15, 2009-07-21]",0.0,252.09,447.4,,2009-07-21,17166.0,1741.0,9686.0,573.0,11404.0,0.0,116.978125,818429.8,1043047.4,-1.28,79.29499999999999,6073.8,,25426.4,-0.4985,8.062899999999999,,,3017.8
"[2009-07-22, 2009-07-28]",0.0,260.2099999999999,770.0,,2009-07-28,18365.0,1719.0,10254.0,550.0,12466.0,0.0,116.353125,703331.0,1071167.4,-0.09000000000000002,78.896,5232.4,,27369.4,0.018250000000000016,7.82475,,,5680.6
"[2009-07-29, 2009-08-04]",0.0,266.28,1673.2,,2009-08-04,19778.0,1684.0,11136.0,501.0,13363.0,0.0,116.340625,791252.6,1090573.4,-1.1199999999999997,78.654,7001.0,,26013.6,0.006499999999999999,7.889749999999999,,,7364.4
"[2009-08-05, 2009-08-11]",0.0,275.45,959.6,,2009-08-11,20323.0,1659.0,11324.0,527.0,13466.0,0.0,115.5875,788150.2,1138905.8,1.4049999999999998,78.70700000000002,6949.6,,29664.2,0.22474999999999995,8.0951,,,5393.4
"[2009-08-12, 2009-08-18]",0.0,273.66999999999996,1356.0,,2009-08-18,20162.0,1359.0,11317.0,620.0,13576.0,0.0,117.14375,747324.6,1136340.8,-0.25,78.984,6168.0,,26962.4,-0.08124999999999999,8.123700000000001,,,3985.8
"[2009-08-19, 2009-08-25]",0.0,280.72,1911.4,,2009-08-25,21386.0,1213.0,12200.0,614.0,14624.0,0.0,117.734375,837954.4,1139145.2,-0.74,78.34400000000001,5822.8,,26004.0,-0.2275,7.9029500000000015,,,6541.8
"[2009-08-26, 2009-09-01]",0.0,288.89,1054.2,,2009-09-01,21655.0,862.0,11852.0,745.0,15220.0,0.0,118.259375,693387.6,1171734.8,0.51,78.43700000000001,8110.4,,27574.8,0.07,7.838900000000001,,,18554.4
"[2009-09-02, 2009-09-08]",0.0,293.74,32.2,,2009-09-08,22372.0,712.0,12146.0,457.0,15074.0,0.0,118.828125,44703.75,1127007.0,-1.4650000000000003,78.09400000000001,8985.2,,36004.2,-0.391,7.644299999999999,,,8104.0
"[2009-09-09, 2009-09-15]",0.0,294.64,10.4,,2009-09-15,22121.0,704.0,12390.0,455.0,14919.0,0.0,118.93125,12762.0,1123769.4,-0.608,76.8068,6521.2,,36664.4,-0.059500000000000004,7.519375,7.0,,3166.25
"[2009-09-16, 2009-09-22]",0.0,302.61,8.8,,2009-09-22,23181.0,780.0,13223.0,454.0,15601.0,0.0,118.275,138745.4,1096336.4,-0.125,76.63640000000001,5310.6,,27879.8,-0.005000000000000018,7.51845,,,10353.0
"[2009-09-23, 2009-09-29]",0.0,294.41999999999996,143.6,,2009-09-29,20094.0,980.0,10339.0,315.0,13723.0,0.0,117.921875,738433.2,1126927.8,1.01,77.011,8268.0,,33032.2,0.037000000000000005,7.54245,,,10986.2
"[2009-09-30, 2009-10-06]",0.0,300.46000000000004,1201.4,,2009-10-06,21223.0,886.0,11183.0,332.0,14307.0,0.0,119.025,954746.2,1196961.8,-0.8649999999999999,76.964,8607.6,,29140.6,-0.030750000000000013,7.6431,,,10969.4
"[2009-10-07, 2009-10-13]",0.0,323.71000000000004,1299.8,,2009-10-13,21914.0,729.0,11394.0,270.0,15190.0,0.0,118.921875,723925.8,1242953.6,-0.32999999999999996,76.37400000000001,8135.6,,33443.0,-0.06325,7.459350000000001,,,9414.4
"[2009-10-14, 2009-10-20]",0.0,332.48,888.6,,2009-10-20,22247.0,686.0,11496.0,242.0,15421.0,0.0,118.184375,815206.4,1254089.6,-0.435,75.678,12274.8,,35907.8,0.013500000000000012,7.385299999999999,,,10195.0
"[2009-10-21, 2009-10-27]",0.0,335.55,1002.4,,2009-10-27,22694.0,762.0,11807.0,242.0,16149.0,0.0,117.715625,907661.2,1240985.6,0.5499999999999999,75.685,15660.2,,38068.8,0.291,7.577800000000001,,,8470.2
"[2009-10-28, 2009-11-03]",0.0,324.34000000000003,1549.4,,2009-11-03,22255.0,800.0,11417.0,289.0,15906.0,0.0,118.24375,967369.8,1248201.0,0.29,76.43099999999998,18676.6,,35171.6,0.17900000000000002,7.91815,,,5083.2
"[2009-11-04, 2009-11-10]",0.0,332.88,1309.6,,2009-11-09,22507.0,676.0,11357.0,282.0,16068.0,0.0,118.2875,850748.6,1281863.0,-1.46,75.575,17914.4,,36687.4,-0.47375,7.57205,,,4909.0
"[2009-11-11, 2009-11-17]",0.0,360.43,2079.8,,2009-11-17,22534.0,801.0,11430.0,458.0,16543.0,0.0,119.26875,692253.6,1330522.8,0.355,75.353,16343.0,,40368.4,0.07350000000000001,7.46935,,,5502.8
"[2009-11-18, 2009-11-24]",0.0,368.5,2648.4,,2009-11-24,22916.0,748.0,11469.0,1174.0,17322.0,0.0,119.675,867426.8,1360420.8,-0.34000000000000014,75.33200000000001,14614.4,,41371.8,-0.03525,7.54415,,,6118.8
"[2009-11-25, 2009-12-01]",0.0,369.71,1674.6,,2009-12-01,23271.0,727.0,12040.0,1463.0,17512.0,0.0,120.88671875,608805.0,1379619.75,-0.71,74.72,14874.4,,40301.0,-0.161,7.41965,,,11188.4
"[2009-12-02, 2009-12-08]",0.0,378.32000000000005,3.6,,2009-12-08,22904.0,846.0,12151.0,1365.0,17333.0,0.0,119.878125,41572.6,1265349.8,1.9150000000000003,75.49699999999999,24056.6,,48509.0,0.25675000000000003,7.450750000000001,4.0,,7019.8
"[2009-12-09, 2009-12-15]",0.0,363.38,20.8,,2009-12-15,22380.0,869.0,12526.0,548.0,16155.0,0.0,119.21875,9947.8,1197960.2,0.08399999999999996,76.30760000000001,12387.4,,46038.4,-0.12324999999999997,7.5389375,,,1519.0
"[2009-12-16, 2009-12-22]",0.0,364.04,17.2,,2009-12-22,22351.0,726.0,12753.0,489.0,16292.0,0.0,118.790625,7533.4,1172620.2,1.275,77.94579999999999,16510.0,,47121.2,0.26375,7.735200000000001,,,6271.2
"[2009-12-23, 2009-12-29]",0.0,379.1875,7.0,,2009-12-29,22402.0,788.0,12414.0,545.0,16242.0,0.0,115.75390625,267653.0,1145837.75,-0.265,78.15125,9088.75,,61432.25,-0.27899999999999997,7.63325,,,4645.0
"[2009-12-30, 2010-01-05]",0.0,410.875,401.25,,2010-01-05,23379.0,844.0,12401.0,661.0,16344.0,0.0,115.7578125,509938.5,1203817.0,0.05499999999999999,78.04375,14483.0,,64318.25,-0.0007499999999999972,7.4530625,,,4513.0
"[2010-01-06, 2010-01-12]",0.0,425.69000000000005,0.2,9174.6,2010-01-12,23437.0,1048.0,11866.0,735.0,15585.0,0.0,116.125,815123.0,1230005.6,-0.7300000000000002,77.53900000000002,19910.4,,58862.8,0.10425000000000001,7.47195,,,5632.4
"[2010-01-13, 2010-01-19]",0.0,443.9875,0.0,10612.75,2010-01-19,23262.0,1229.0,11862.0,670.0,14661.0,0.0,116.875,903087.25,1291112.5,0.5299999999999999,77.242,11513.6,,50928.4,-0.0455,7.4901,,,6401.6
"[2010-01-20, 2010-01-26]",0.0,444.48,0.0,8049.6,2010-01-26,23354.0,1478.0,12129.0,766.0,14066.0,0.0,117.7375,864391.4,1318290.2,0.96,78.481,20305.4,,53278.4,0.14475,7.6503,,,5873.2
"[2010-01-27, 2010-02-02]",0.0,423.15999999999997,1835.4,22498.8,2010-02-02,23024.0,1631.0,12450.0,770.0,13770.0,0.0,117.878125,965798.6,1397056.8,0.5700000000000001,79.244,20517.8,,62201.2,-0.07800000000000001,7.628200000000001,,,4872.2
"[2010-02-03, 2010-02-09]",0.0,413.5400000000001,3421.4,27967.6,2010-02-09,22095.0,1893.0,12310.0,653.0,13523.0,0.0,118.28125,1136454.0,1424889.8,0.81,80.13000000000001,32588.0,,66391.0,0.21849999999999997,7.7441,,,4747.0
"[2010-02-10, 2010-02-16]",0.0,420.725,2754.75,24529.25,2010-02-16,22813.0,1943.0,12788.0,484.0,13706.0,0.0,118.015625,947789.25,1417823.75,-0.23500000000000001,80.16799999999999,23565.6,,58875.0,-0.052750000000000005,7.754900000000001,,,4694.2
"[2010-02-17, 2010-02-23]",0.0,438.34,2877.0,16639.0,2010-02-23,23459.0,1934.0,12800.0,603.0,14373.0,0.0,117.459375,1172402.6,1385051.8,1.155,80.631,23583.2,,58526.8,0.09999999999999998,7.7002,,,5929.0
"[2010-02-24, 2010-03-02]",0.0,431.66999999999996,547.0,13615.8,2010-03-02,21597.0,2088.0,12201.0,511.0,14421.0,0.0,118.6625,722395.8,1445574.8,-0.33499999999999996,80.699,25626.6,,56901.8,-0.2005,7.729699999999999,,,11284.4
"[2010-03-03, 2010-03-09]",0.0,465.06000000000006,39.8,12039.6,2010-03-09,22195.0,2035.0,12221.0,489.0,14766.0,0.0,118.653125,40201.2,1362217.6,0.029999999999999916,80.42499999999998,24713.8,,67581.4,-0.21475,7.44255,,,7722.8
"[2010-03-10, 2010-03-16]",0.0,463.43999999999994,18.0,8272.2,2010-03-16,23409.0,1815.0,11993.0,627.0,15067.0,0.0,118.384375,8017.8,1378603.8,-0.42999999999999994,80.194,18254.4,,51811.6,-0.003750000000000005,7.4136875,5.0,,3386.5
"[2010-03-17, 2010-03-23]",0.0,469.32,9.6,2837.4,2010-03-23,24170.0,1806.0,12181.0,920.0,15487.0,0.0,118.309375,125870.0,1443135.0,1.268,80.7182,18160.4,,40398.6,-0.036250000000000004,7.4375,,,7570.8
"[2010-03-24, 2010-03-30]",0.0,460.23999999999995,3.8,62.4,2010-03-30,22924.0,1634.0,11653.0,1065.0,14150.0,0.0,115.89375,1135708.0,1505921.4,0.6199999999999999,81.9702,22249.4,,56709.0,0.03149999999999999,7.527900000000001,,,7248.0
"[2010-03-31, 2010-04-06]",0.0,495.15,0.0,0.0,2010-04-06,24075.0,1594.0,12435.0,1081.0,14384.0,0.0,115.56875,771507.4,1525131.8,-0.16799999999999993,81.30619999999999,19154.6,,52880.0,-0.15375,7.3461,,,7402.0
"[2010-04-07, 2010-04-13]",0.0,514.0799999999999,0.0,0.0,2010-04-13,23923.0,1465.0,12639.0,1244.0,14337.0,0.0,116.1125,990723.4,1619368.4,-0.9449999999999998,81.1742,20808.0,,48923.6,0.05199999999999999,7.35545,,,7519.4
"[2010-04-14, 2010-04-20]",0.0,541.61,0.0,0.0,2010-04-20,23490.0,1447.0,12861.0,1132.0,14195.0,0.0,116.6625,1016750.0,1636793.8,0.5160000000000001,80.8132,21929.8,,44939.8,0.0845,7.4472,,,7104.6
"[2010-04-21, 2010-04-27]",0.0,561.46,0.0,0.0,2010-04-27,24037.0,1509.0,13793.0,888.0,14860.0,0.0,116.940625,1096161.0,1671665.0,1.169,81.67420000000001,21584.6,,44520.8,0.07200000000000001,7.48775,,,5787.0
"[2010-04-28, 2010-05-04]",0.0,541.03,0.4,2.4,2010-05-04,23682.0,1336.0,13992.0,633.0,14459.0,0.0,117.59375,1123455.4,1705017.2,1.111,82.50139999999999,22403.2,,48073.0,0.10299999999999995,7.495900000000001,,,5216.4
"[2010-05-05, 2010-05-11]",0.0,516.9100000000001,0.6,2093.2,2010-05-11,24964.0,1698.0,15431.0,629.0,15642.0,0.0,119.246875,1656947.4,1774803.6,1.1920000000000002,84.57079999999999,47648.8,,46242.2,-0.08125000000000003,7.7,,,4870.8
"[2010-05-12, 2010-05-18]",0.0,524.85,0.0,2.0,2010-05-18,23370.0,1547.0,13464.0,608.0,14668.0,0.0,119.440625,1221802.6,1837075.4,2.702,86.04639999999999,29265.8,,41156.4,0.17250000000000001,7.602549999999999,,,4404.6
"[2010-05-19, 2010-05-25]",0.0,437.41,0.0,0.0,2010-05-25,21175.0,1684.0,12152.0,940.0,13044.0,0.0,121.071875,1883777.6,1884214.0,-0.42700000000000016,86.20160000000001,38651.2,,38774.0,0.217,7.9021,,,4284.8
